IDNAME_A|DATA1|DATA2|DATA3
A,418|-22.0762557006|27.5671500983|40.9922539927
A,762|15.607608447|-40.2585294785|14.0942202509
A,884|-44.7696367285|-44.9593700509|15.6483803371
A,140|-28.9963425808||-1.22955479822
A,566|31.2225747177|-20.3868501907|-46.8205283109
A,451|3.56995021386|-11.5060571236|-8.9012531031
A,112||27.3454290214|8.82709146078
A,158|43.0696791394||37.0599631153
A,377||31.9056725208|38.2738019501
A,431|43.6389192917|8.07424324138|-10.688163871
A,296|-26.2067718708|4.0686213366|47.8564556311
A,041|-13.312908559|25.2233956155|
A,858|-37.2489662972|40.1026402337|35.3333060667
A,576|22.3793327074|-33.3013023612|
A,483||-19.3868484179|25.6899632951
A,398|29.6360219826|-41.8825161885|-36.016985786
A,700|||-41.6708061967
A,050||-48.1186577698|5.63395335219
A,171|-42.969046573|40.4419745174|44.5719947098
A,026|13.0990130213||-17.0310233304
A,277|23.1991066348|-10.2018874844|-43.625575731
A,812|-24.0455794917|-45.514277853|
A,529|40.1066829207|25.346109016|4.29723878057
A,554|42.4435011745|-36.9240577112|
A,122|-39.6823142241||
A,964|11.9195018337|-40.0009514766|
A,656||-11.1427545218|-14.3123539659
A,183|-27.1670284671|-20.8742107178|36.206502716
A,299|-6.16102261923|-34.6930791227|45.405137481
A,704|-18.9299123213|-28.6150991307|36.7686610893
A,974|45.9871003834||-28.9125559299
A,014|-27.28626341|-6.2711014703|30.2716115961
A,415||37.3239801703|-12.6710946289
A,825|-2.59193198094||
A,831|43.7525403177|-18.211246906|-38.208135989
A,977|-40.5959819558|28.9476467051|-22.4404125919
A,412|20.7476305216|25.5278415894|37.1952290785
A,513|||15.2575438331
A,271|-26.4638861318|32.3353462189|35.6349122792
A,979|-28.3239376628|31.0169904726|-34.6526057585
A,981|45.7314326232|37.6380814887|-10.5235465337
A,132|-13.7564208519|-8.36684260868|-36.7655222847
A,012|-2.28250332957|39.5950525606|-29.5278544074
A,731|-7.35655726084|31.0617497783|6.67055088636
A,127|-35.8313704011|4.71397574029|-1.2329721175
A,952|-18.09492973|46.0861894278|-5.90426297631
A,702|-46.0594689041||13.1807941352
A,962|25.368847522|46.8757872071|-41.1682832314
A,170|19.8611822824|39.6291821671|-28.8558475832
A,739||-22.3929202676|
A,712|-48.3990681914|1.37887932411|-25.8882827253
A,626||-36.6401307781|
A,312|-5.79729494918|-43.6059275918|-39.8164802979
A,381|-36.6187721536|2.41742688472|
A,123|19.0496519606|-6.36528751757|
A,329|-26.7209981848|-22.6710578348|38.4491126921
A,003|37.3415426826|-36.1615546103|-35.5641517287
A,385|-6.57009131304||1.67316837668
A,149|42.7499586439|-27.9428596887|
A,278|32.7292147197|-26.4870876168|-15.4386523639
A,133|49.0930849693||-10.888965704
A,661|4.99914650819|3.77276550308|
A,992||-41.679175876|32.4257345445
A,156|37.9764472875|-36.9044200882|
A,961|37.0044570066|10.5323410543|43.5048063544
A,494|19.1232653556||-33.4271404108
A,159||19.0235624108|48.415853154
A,260|-24.0658965298||25.2376864299
A,029|-40.3478847098||-36.5169678496
A,445|32.6193538242|33.2785919238|
A,167|-9.53689407428||5.73802513066
A,181|-40.7442855797|45.7390224513|17.0951436593
A,080|12.1127238357|18.3929604602|-9.67256120273
A,090|-2.42698839665|2.82459808334|30.3363847533
A,804|-36.8878645742|31.6892188638|25.3883876684
A,056||-34.4563200146|14.1419391989
A,748|43.6112397651|38.7611266955|18.8669957935
A,880||-45.53684901|26.5543453786
A,480|-26.6878387135|38.1679240714|39.8812384746
A,273|-4.31585363218|-13.5562674467|-4.0276496953
A,673|-7.27454364556||33.9773210437
A,203|17.7876494699|21.802195177|12.0063721521
A,692|46.9336390193|-2.29944538949|36.1545594134
A,065|-20.8302726843|-18.1958989924|2.88449222539
A,558||43.7559385911|18.0238685773
A,164||-27.0691981125|-2.4708263872
A,749|||-42.3609472406
A,568|30.7053198918||43.5884079365
A,519|-35.405783464|-26.5605299338|-39.4801451214
A,624|7.76756103065||
A,300|-30.7363202183||
A,635|-39.5556440948|-46.1322165244|21.659532977
A,777|39.4375384717|22.3778222535|6.88930681722
A,714|-11.4966296955|25.3284908599|-20.6673095937
A,823||24.1582894312|
A,282||-11.839263011|-35.821635559
A,695|11.9493144924|42.5879670318|11.1993048263
A,359|-43.007772803|18.7006138938|23.1181955771
A,717||22.3251918124|23.8869427335
A,307|0.0726325702734|-19.0405040667|-17.127641265
A,108|-22.3830216719||
A,193||20.9699524148|26.8255906205
A,879|15.3298488109|29.5392549001|11.5565201329
A,217|29.6422369201||-38.0477516226
A,386|||35.6733473305
A,750|1.79532721453|-31.1049664425|
A,466|-5.23835997722|-20.4233954542|38.380092109
A,294||14.5377279903|-27.6387190366
A,625|1.44387215437|3.35487822991|25.3097376497
A,137|32.4680897493|39.7538891931|21.1644435749
A,234|27.4741883582||19.3306448833
A,138|-20.6807830737||45.5451344776
A,628|-43.5813693327||42.9616854086
A,099|||48.3239996491
A,986|-38.1201686928|16.5883471509|-15.7951504824
A,905||0.553542785724|
A,824||19.6458882673|32.679372544
A,113|-35.2791057443|-31.6658895994|-49.4741543441
A,564|-3.69064523848||7.34522254679
A,482||42.000629894|
A,030|||33.3798085825
A,447|-18.7680566902|28.1586249153|38.7953808491
A,794|-7.12265280112||
A,662|-8.64210957265|-0.650820494533|
A,636|||-1.48137070556
A,477|-48.0543588073|12.9695910281|18.7470761526
A,347||-13.6044372447|21.0110725393
A,705||-22.0238573425|47.423651982
A,851||7.93559397203|19.3486364
A,949|17.8138058661|-36.2747190146|13.9815188821
A,890|44.9464687269|-12.3932733149|
A,910|-8.09555217614|45.6449393486|-31.6899763336
A,932|30.0782586241|31.1103566969|48.6317154602
A,687|28.0483110554|26.7692135755|
A,615||32.5827266193|22.1418273773
A,508|-29.3159477816|-38.8982773043|
A,659|46.1864803872|41.3453380421|30.6120983864
A,305|-23.7761737183|15.1850745821|44.3551159286
A,616|26.0663220557||-30.0228037947
A,039|-4.62669107699|-26.7297084047|
A,040|5.52798812926|-14.8814622626|-9.45250638726
A,727||2.23150684062|2.05266135297
A,214|-27.5408096476|-34.5047945747|42.5239761621
A,785|-42.0997380008|22.1508421223|
A,855|-25.2967254258|-0.909425529341|-43.9384728672
A,723|-23.79450899|-24.6376787184|
A,199|41.9650136632||27.9484688038
A,131|28.5640536479|17.6926556281|-4.18200266095
A,927||46.1734388743|-26.9380546588
A,052|-5.96788064835|47.6934468964|-46.5812961483
A,842||19.3659130972|-41.4787105679
A,337|11.1889436277|49.530133556|
A,075|-1.00221611989|-18.9230218578|11.303957573
A,442||-11.7708515425|41.0273034179
A,184|-36.6336920336|-13.8268500916|-18.826654166
A,079|14.7903356588||-23.8860180051
A,351|32.0211922579|-40.2119914022|15.8167872781
A,338|48.4213598019||-39.7203684499
A,941|-24.9589323906|-29.5650555384|39.9808882437
A,761|-0.0681096844671|-1.76473714774|-12.0014904521
A,161||-22.3974548665|16.1948760875
A,834|10.0632882279|29.4616131544|24.7524856777
A,148|-10.7331070279|34.4064652796|39.3116761152
A,685|45.2574544255||1.97085226974
A,311|-7.77845637642||-23.0017693967
A,651|-38.4783399183|22.153056668|
A,592|13.9084935799|-12.1201942784|-4.80022964902
A,328|4.88341905603|13.2696741437|-6.40790835745
A,816|-37.8731621163|35.3236078537|40.5424958216
A,810||-8.61179511621|-37.0015103215
A,732|21.9705306673||
A,840||-33.2187874673|-22.2711262661
A,045||-37.0206823239|1.77741453345
A,192|22.5634940888||
A,081|19.4831728648|-36.640435093|-14.4614640191
A,293|-7.66734407626||-3.43694774763
A,787||-38.4283548412|
A,115|-9.55717926804|-40.7915062007|12.0329462956
A,828|45.8667771418|3.69621968528|-48.8171504513
A,476|-44.9516536343|-4.96698877278|-0.568214035981
A,242|-17.862214452|20.4759275585|-31.8274618592
A,129||-16.8401164594|
A,637||23.4944606015|-0.362334068783
A,154|-13.5398819644|23.333379984|29.1036209262
A,646|27.4016306579|-12.8580244925|34.7236607461
A,936|26.477670602|-29.1745809228|-36.9872863766
A,147|-12.7941285754|-27.3990663848|-38.0809836103
A,911|||31.5249040492
A,268||6.66329643366|-7.19347845299
A,032|-18.6325156238||21.4096662253
A,630||-45.0203554957|3.622220085
A,701|-40.97281554|35.2475383966|-27.4931840072
A,018|-35.2568904279|-34.2473467906|-21.9356003739
A,393|-48.0783731703|-8.21873307124|22.250617929
A,774|27.172952407|-17.0235091891|43.3409498226
A,126|-23.9804285032|6.07663397584|2.01354015093
A,429|-38.9252172589|1.62469919651|-43.5601718843
A,177|-46.0651972913|-36.2550589664|
A,897|-48.6124842385|45.6792728587|7.56327073827
A,808|39.7313390932|15.9750320354|37.1549986928
A,943|14.7906633959||-32.3782283397
A,072|-31.6335884768|5.48536152038|-4.25843468667
A,876|||-35.9482980147
A,619|42.6723368454|-11.8913908204|-26.5112140999
A,763|-42.2950979174|47.1271148233|17.5714500626
A,427|-12.4449377134|-18.3216482322|-34.8758298104
A,130|||36.4059937276
A,406|||-3.63956761909
A,391|5.09990727548|-0.341236065342|10.5834413845
A,853|30.8441811151|14.2820080891|-19.6345949692
A,226|-4.91327065996||11.8862900538
A,288|-41.7314649185||-44.8523772492
A,770|-36.2698755067|1.0506017687|-46.344625778
A,818||22.1495254563|-40.40987794
A,439|-37.0998560195|-20.0988673576|-45.823480505
A,325|-27.4776741543|-46.2368878397|
A,241|-30.4594595931||42.0576634
A,640|-36.8244721381|-1.85649180049|-16.2277399269
A,779|-21.3880905573|-37.0283477613|
A,067|33.2430944491|-49.8677134617|-3.05504102827
A,606|45.7376721488|22.9276202618|-15.1708945845
A,496||-44.7261972024|-31.9485260853
A,916|46.0733281977|-48.6986933893|-32.1667741582
A,197||3.90253039129|27.2965865499
A,326|44.7879776742||26.5926122896
A,286|14.0259163275|33.7450885476|
A,669|-35.5317676502||26.8177676656
A,228|26.6716384626|13.4490650085|
A,457|2.51269387376||
A,797||-7.75199280803|16.2344172846
A,607||-14.4888134391|-9.94869333833
A,321|37.2738910091|-0.426336458965|-27.705062292
A,290|33.2251958071|-26.4306880656|
A,187|21.1096182871|-35.2497596945|-13.0892476312
A,397|34.5758320227|49.9767339358|40.538067264
A,933|-37.188368813|40.697048307|-18.534603781
A,805|10.4808464248||-28.2985240097
A,301||-27.9631037447|-26.3966105691
A,976|-11.1214405648|-29.4853768041|11.3883365575
A,514|-16.4236426833|-35.4806814922|-6.29564023227
A,690|48.1979332826|28.8332996456|-15.8613080829
A,729|-49.6508293127|-31.3454350502|34.1118569068
A,298||-28.5808421663|33.6391874768
A,246||-16.1291590788|1.32301814128
A,537|-10.0526330862|-25.294784096|
A,353|-17.4116242084||34.7300158823
A,882||-41.7967031872|-46.8627646195
A,212||-1.02466229677|38.9240015227
A,281|11.9473154806||-2.63917339587
A,523|40.2954799293|39.1572212648|-46.4837933469
A,028|-9.99117005734|-31.1618153217|25.7469079597
A,324|-32.1274200527||-1.37342032304
A,420|-2.31731863059|21.5706425297|
A,877|30.9029088045|-33.4620001271|-26.1738151885
A,479|-8.35786851759|-46.9808528973|
A,297|25.279007044|9.54287346159|
A,560|49.1638765411|-9.37928029154|-38.0766705919
A,332|48.3573447354|-49.2875652234|36.753700927
A,068|||
A,556|-38.7018709109||-10.0989307191
A,792|30.2929881195|-1.57010990605|-34.1063024799
A,652|21.4631499141|-22.0805777627|-16.2898846527
A,720|8.83311796691|-38.5099857342|-1.42720721402
A,875|13.361337749|-28.9430143687|27.2196946679
A,227||-30.3105460858|-34.3995248397
A,871|-2.05648884966|-2.32665198107|-18.9281299876
A,200||-19.084138001|11.0967806885
A,384|-5.67350442835|-42.587306674|18.2327809995
A,798|-45.947635775|1.90355966456|-17.058169199
A,647||25.4613046982|-41.7695655027
A,809|25.5716368466||18.1549528206
A,333|34.1186602635|-9.16268478736|-8.81470380739
A,642|-32.1673614281|-35.6820492401|
A,533||-47.842384521|-21.3406030905
A,806||41.6619241351|-1.84738523015
A,780|36.4839909883|15.9965087439|-15.0209772592
A,450|35.6672907898|-17.4231298834|28.2532238702
A,864|20.8968612543|17.7579476205|-41.9088800761
A,244|10.2140908852|16.0159850072|-43.5477037392
A,580||-25.3771695474|18.895681577
A,507|28.172046866|5.48038875141|1.12938487301
A,355|15.4073311333|-16.8184999255|-41.7517336638
A,061|-14.6201514098|-20.5822656238|-38.9595635903
A,263||-25.6354055866|45.9159639113
A,408||-46.2428446449|
A,678|34.5055745079|29.3251660714|42.0876200704
A,365|-42.0920538157|43.795685589|13.9036498317
A,414|31.8301421445|11.8865273188|18.358844427
A,468|-26.0497124169|-45.1596227957|-30.2251587718
A,590||15.350312723|
A,100|45.7938082754|19.7517595513|-18.5204858361
A,252||-37.1449276613|-7.64047125834
A,446|-2.26346027839|19.8236478644|
A,185|28.9735844868|-33.8916824043|
A,198|3.06169580917|-21.0094551776|47.7605538367
A,791|||-44.4842263319
A,600|1.28456760626|36.9816849281|29.7252953133
A,735|2.91392646178|47.079350913|-30.0567860473
A,581|-40.7375999066|14.6474633782|
A,722|-31.491426793|13.8937587145|-10.6090253856
A,302|-42.4897036854||-29.0557536486
A,881|3.29812712819||25.839265028
A,987|-38.3933523546|19.4130754212|-17.7223094633
A,681|-33.3470300962||
A,604|0.199388229671|23.0187514024|-37.7513918733
A,904||27.41171719|
A,219|-2.91762979789||
A,703|46.9418481308|1.98813315191|-11.9381142685
A,179||-21.5054475922|24.1528480514
A,718|-16.8998852449|31.9889705595|-47.4680129701
A,322||16.9643516045|-0.71516590765
A,058|18.3303705053||
A,565|33.4186845745|17.2098078175|5.00064514361
A,539||37.9708197972|21.7098183668
A,862|16.3720011993|8.87752216846|
A,485|-19.8571490638|-30.64879353|-11.7651097159
A,612|26.1483172766|38.1519806571|-2.99702385074
A,102|-38.7387310309|-32.2403755615|
A,055||-30.9633886258|-2.39920757721
A,771|-26.2283117301|-36.7843513651|-34.1779818333
A,799|25.3071369834|39.0705176994|-40.6609333728
A,534|44.8685351605|48.7827943497|
A,404|-30.4566628142|-35.0753071929|32.0076081032
A,542|49.5506060754|13.2732606865|-31.8585476883
A,392|-32.4626151632|-19.2351700745|46.1455912935
A,421||22.4990275548|36.5459819276
A,335|-39.2127098912||
A,833|-41.8870508635|-28.4047376551|-21.8495910279
A,374|-10.8407461837|18.1867718567|
A,918|49.4280416802|-5.88844889236|41.7033331516
A,753|42.6746366369|38.3493547128|
A,334|25.5978016112|-3.13131844374|49.3517206309
A,925|23.413008224||-33.908310561
A,609|47.610355868|37.8660844556|29.280461297
A,665|-30.9655277286|33.7770486452|-38.460568511
A,963|11.7276954417|34.3156126708|29.6558480405
A,248||4.69289062966|-33.7473974725
A,860|32.6823616565|18.4431976489|-1.84801545671
A,873|||-46.3058379367
A,709|-32.1127854043|-34.1298199084|-13.5651198189
A,433|41.8685016485|47.4987209059|43.728803517
A,738|-49.2256669467|-5.01090993247|-32.397907136
A,944||39.5573500355|-5.15510637584
A,444||-35.3492356196|36.0137259356
A,666||-33.6609078401|-22.660088162
A,532|45.2297971202|-24.6898807146|25.8454554347
A,085|20.0657591523|18.6909427617|
A,492|-30.7822168334|-2.79345303532|-19.9187122875
A,249|9.69964572548|32.6829620034|43.9906691103
A,141|-17.2777640343|-41.6810163811|-22.8510482359
A,746|43.5737198636|-17.0125939071|23.8191067545
A,373|27.4407707967|38.2634762738|14.5616974016
A,725|-18.4325240675|29.2239396878|
A,827|43.6284768978|27.718345337|-8.92442033226
A,820|2.7668062395|40.9438691455|41.4293706083
A,469|37.9201319944|-31.2323118036|-23.7472287921
A,859|-25.7688122509|33.2495708636|-17.1788876478
A,173|14.9816544617|29.4111462306|-0.263170654958
A,419|24.7598051428|-4.58329966109|
A,162|-4.87220075362|48.627971771|-28.1452293298
A,059|-5.04976818406|42.6078226234|
A,599|31.1007697503|-32.2823243479|
A,909|5.27097546548|-21.3365060504|8.28004388824
A,584|-15.9448239623|-46.0589693109|10.9854093409
A,836||-46.0764508091|
A,959|-39.7300174071|26.7018049145|39.8057107454
A,387|37.2356092132|21.4355121078|43.6669612835
A,172|25.4813366198|24.7762837093|49.2849589137
A,633|-48.2091293091|-19.3303561631|-32.5603780255
A,004||-45.6758545631|43.1523069041
A,076|-8.36011847912|32.8659781309|16.6969344909
A,475|-28.650496508||
A,924|-6.57174334793|11.4079408436|46.291365069
A,547|12.5565979342||-16.019006175
A,849|-10.7536661496||-2.61002890507
A,060|-39.1073450589||43.7305179886
A,396|-3.07601292344|16.0335989767|35.8127436926
A,272|45.6448634838|21.57359659|
A,569|32.5494482882|49.3975739993|27.1892176379
A,066|-2.07797503855|-32.9435196628|-38.2550176182
A,618|-36.4400118768||-27.2330798369
A,096|-31.0936360024|-39.80808015|-4.88284503588
A,610|-47.305011528|-43.4787888408|
A,510|-22.3164737487||-6.50832787692
A,190|-19.2812696484|47.6465242322|13.0675488167
A,561|-44.5624877985|8.0284584631|-31.1685327559
A,259||15.5415475871|13.7670792761
A,093|8.16174238626|8.44610786053|38.6233529824
A,153|41.8870647218||15.2341110938
A,649|27.4456020442|-39.0500051614|31.5090038279
A,713|-7.52747635166|6.79838143802|19.5485271187
A,939|24.7550997247|42.5690625082|
A,530|4.40651098658|-37.6996170889|36.3163400318
A,366|-44.9213813068|32.3985632302|-48.8263143318
A,275|-38.6851099372||-24.3399044629
A,856|5.86279175235||37.2907628115
A,117||-17.8795537458|-35.332785325
A,721|41.2668447865|-39.8930143438|41.8750297242
A,255|1.78839659209|-13.8444544808|
A,912|14.9798534607|-22.7631511606|
A,895|-11.7174146231||-37.950466019
A,486|46.6299473064||-12.2568397771
A,502|42.894327051|-2.94111940747|-9.00813055443
A,512|-26.366670964|-21.2482001269|-46.6588305403
A,676|-16.8773224688|-9.52095241984|-43.9232736355
A,257|-37.7925938008|-12.3171784252|2.44433731499
A,595|6.93167565552|-12.101603859|15.5200625196
A,038|-14.0561280636|2.41486401556|33.9304470111
A,688|11.9696613241|-35.6086665297|-20.9501821623
A,308||-34.9749520179|-45.3458492135
A,632|-1.03715045343|-20.0095535983|
A,073||21.9077591302|34.0603463052
A,229|-39.5847164478|35.1172813897|
A,515||-21.816589434|13.5316790129
A,250|-46.7202395255|-27.547662591|13.49943082
A,033|4.73566166527|-23.401432241|
A,047|-10.7962882054|-29.2018025415|
A,401|-1.97911312761|-41.4564739596|-0.125562462922
A,493|-10.1297347823|-36.4193622592|41.3907536097
A,289|||
A,136|49.8460532208|17.1372152735|-23.6435999096
A,793|37.9494976865|18.2961281862|-11.110649585
A,655|-30.1331585827|36.378233072|
A,413|-32.7459919424|11.4454423865|6.18120640276
A,422|38.9748817125|49.863168757|2.12609636469
A,758|5.78099629349|-8.70767720006|-0.1971830172
A,472|-32.9681500103|45.8682153473|24.5232823402
A,107||-49.3513985144|-8.99685924975
A,689|-34.1983898873||17.6953632105
A,449|18.5433234474||41.2715043229
A,550|-23.3416646344||40.2863012285
A,589|41.4899796838|43.3763695864|35.3435346157
A,151|38.8211616677|10.7048920531|
A,168|-34.5636193344|-14.9130945955|23.7900157547
A,139|30.5090981617|-48.4650641916|34.7829883525
A,572|31.3096673925|-6.81458406112|-14.2601278636
A,538|4.36747781615|-39.7804220555|-45.9574047908
A,747|19.5555886865|-0.98998379954|-41.6944367193
A,667||-12.7279903694|3.35067685875
A,233|4.2750158492|-43.3325948504|23.3958140663
A,920|46.4322698736||
A,005|-37.6280065943|-45.740155811|
A,309|-33.4974611676|-20.1955457082|46.2943293742
A,379|28.0519117468|-41.0813334354|
A,051|-35.9860464799|-9.76759101447|-18.9591445674
A,814|-41.8125655125|34.1086377908|14.7188580335
A,291|29.8910668591|38.4106126769|44.3826352098
A,811|31.132331746|-24.7988835981|-8.86429489748
A,736|2.1002550582|12.2914051531|10.9677078136
A,997|19.0225732879|-4.46098220244|-44.2950504376
A,522|-9.51740341766||
A,622|14.0115317494||17.6015565539
A,016||37.763400728|24.1097307143
A,042|-36.7075136824||-29.5649896843
A,948|33.84520603|13.7865953955|-14.3206444772
A,829|-26.4336493005||-27.3802911749
A,728|22.619916905|-4.34740607023|-20.2317467219
A,527|-49.8761289714||-32.1467160263
A,929|-1.85010674299|-21.6117996825|1.63204193532
A,034|-28.2367216047|5.64702365017|28.0681778735
A,323||-25.893030565|
A,543|7.94490164696|25.0694609439|20.1605367562
A,775||-19.1949346401|36.0138565219
A,238|||-12.2776161325
A,844||-11.2249055663|
A,011||12.0755618695|-10.2613890772
A,906|41.1606151795|43.4190392784|-12.4023125167
A,917|3.90232985037|42.1140513853|37.5713855135
A,711|-39.908600063||5.17054079736
A,342|22.1851233223|-32.2606074215|1.21139746417
A,899||17.553756683|
A,204||5.19767361811|-3.80636180599
A,613|9.64368515087|16.5162158825|11.4152469635
A,000|-37.7226414837|-21.8002686895|7.03435595665
A,982|-45.090268958|9.43637754228|-41.8101443544
A,730|8.2378545616|-32.446209109|-34.9315753649
A,400|27.3129491575|42.5316764698|-16.3301907636
A,998|-27.2290145027||
A,800|19.8003705125|1.85848652198|-22.3051002373
A,847|-29.1202595696|38.7218330958|-30.9019693329
A,782|-38.3521929094|-9.23816856035|17.2286642083
A,471|33.0089703257|40.1048598452|29.7680731197
A,608|-22.4957681854|-36.3371065869|
A,343|32.8970124108|33.3838729309|
A,650|24.5876470159|-14.6067513272|-43.6056744298
A,934|-27.594805709|16.2228691823|
A,832|-39.2680717347|-20.6129658413|5.65779905099
A,549|25.9425619934||5.28078792324
A,182|-8.31058621214|-11.1889015004|22.9012150312
A,883|19.8923616992|-7.94090483896|
A,621|42.9790788376|-47.0298898213|32.3504730037
A,086|-43.1189461587|-23.5898203895|-28.5076999063
A,822|-15.5448965464||-17.4041305471
A,245|-43.073391077|-7.41213704124|-6.65224068432
A,742|-18.3786979081||39.0277017246
A,940||-5.17661945104|22.6515635627
A,697|17.406195974|14.4248314144|11.8624767309
A,145|-29.5371417173||2.57590919881
A,841|31.8413735212||17.0197740007
A,896|36.0300511034||6.06796917634
A,188|-33.7491032621|33.8599121952|46.1231582378
A,677|-13.0960426022|43.5416666682|-9.71859942218
A,980||46.0039767908|-22.6428904513
